#p (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            
4.6737951080e+02	1.0000000000e+03	6.3021061497e+21	3.3852160165e+21	2.3292611805e+00	6.1005366472e-04	5.7599776622e-14	5.5841828919e-11	4.9570546970e-04	1.1564934503e-04
4.7938084951e+02	1.0000000000e+03	6.4639317136e+21	3.4721413589e+21	2.3292613674e+00	6.1004470608e-04	5.4750247930e-14	5.3080046500e-11	4.9570551228e-04	1.1567656532e-04
4.9169035776e+02	1.0000000000e+03	6.6299126164e+21	3.5612987643e+21	2.3292615472e+00	6.1003525631e-04	5.2041604357e-14	5.0454813093e-11	4.9570555322e-04	1.1570246357e-04
5.0431594872e+02	1.0000000000e+03	6.8001555589e+21	3.6527455473e+21	2.3292617204e+00	6.1002533738e-04	4.9466888088e-14	4.7959381174e-11	4.9570559260e-04	1.1572710290e-04
5.1726573872e+02	1.0000000000e+03	6.9747699817e+21	3.7465404945e+21	2.3292618871e+00	6.1001496982e-04	4.7019484144e-14	4.5587336263e-11	4.9570563050e-04	1.1575054351e-04
5.3054805254e+02	1.0000000000e+03	7.1538681359e+21	3.8427439019e+21	2.3292620479e+00	6.1000417279e-04	4.4693103574e-14	4.3332580528e-11	4.9570566700e-04	1.1577284283e-04
5.4417142869e+02	1.0000000000e+03	7.3375651546e+21	3.9414176136e+21	2.3292622028e+00	6.0999296419e-04	4.2481767456e-14	4.1189317185e-11	4.9570570216e-04	1.1579405560e-04
5.5814462495e+02	1.0000000000e+03	7.5259791276e+21	4.0426250622e+21	2.3292623524e+00	6.0998136072e-04	4.0379791682e-14	3.9152035674e-11	4.9570573606e-04	1.1581423405e-04
5.7247662397e+02	1.0000000000e+03	7.7192311769e+21	4.1464313085e+21	2.3292624967e+00	6.0996937793e-04	3.8381772476e-14	3.7215497545e-11	4.9570576875e-04	1.1583342794e-04
5.8717663907e+02	1.0000000000e+03	7.9174455345e+21	4.2529030845e+21	2.3292626362e+00	6.0995703028e-04	3.6482572626e-14	3.5374723058e-11	4.9570580031e-04	1.1585168471e-04
6.0225412015e+02	1.0000000000e+03	8.1207496227e+21	4.3621088354e+21	2.3292627710e+00	6.0994433127e-04	3.4677308378e-14	3.3624978421e-11	4.9570583079e-04	1.1586904957e-04
6.1771875973e+02	1.0000000000e+03	8.3292741355e+21	4.4741187640e+21	2.3292629015e+00	6.0993129343e-04	3.2961336976e-14	3.1961763668e-11	4.9570586024e-04	1.1588556560e-04
6.3358049927e+02	1.0000000000e+03	8.5431531231e+21	4.5890048757e+21	2.3292630277e+00	6.0991792842e-04	3.1330244806e-14	3.0380801123e-11	4.9570588873e-04	1.1590127386e-04
6.4984953545e+02	1.0000000000e+03	8.7625240775e+21	4.7068410251e+21	2.3292631501e+00	6.0990424708e-04	2.9779836126e-14	2.8878024444e-11	4.9570591629e-04	1.1591621345e-04
6.6653632681e+02	1.0000000000e+03	8.9875280216e+21	4.8277029630e+21	2.3292632687e+00	6.0989025950e-04	2.8306122334e-14	2.7449568190e-11	4.9570594299e-04	1.1593042162e-04
6.8365160045e+02	1.0000000000e+03	9.2183095991e+21	4.9516683853e+21	2.3292633838e+00	6.0987597508e-04	2.6905311777e-14	2.6091757910e-11	4.9570596887e-04	1.1594393387e-04
7.0120635890e+02	1.0000000000e+03	9.4550171682e+21	5.0788169832e+21	2.3292634955e+00	6.0986140254e-04	2.5573800045e-14	2.4801100722e-11	4.9570599397e-04	1.1595678397e-04
7.1921188722e+02	1.0000000000e+03	9.6978028964e+21	5.2092304939e+21	2.3292636041e+00	6.0984655006e-04	2.4308160749e-14	2.3574276347e-11	4.9570601834e-04	1.1596900411e-04
7.3767976025e+02	1.0000000000e+03	9.9468228587e+21	5.3429927538e+21	2.3292637098e+00	6.0983142526e-04	2.3105136748e-14	2.2408128593e-11	4.9570604201e-04	1.1598062493e-04
7.5662185005e+02	1.0000000000e+03	1.0202237138e+22	5.4801897517e+21	2.3292638126e+00	6.0981603525e-04	2.1961631807e-14	2.1299657253e-11	4.9570606503e-04	1.1599167562e-04
7.7605033351e+02	1.0000000000e+03	1.0464209926e+22	5.6209096846e+21	2.3292639128e+00	6.0980038676e-04	2.0874702663e-14	2.0246010401e-11	4.9570608743e-04	1.1600218395e-04
7.9597770023e+02	1.0000000000e+03	1.0732909634e+22	5.7652430142e+21	2.3292640105e+00	6.0978448609e-04	1.9841551480e-14	1.9244477075e-11	4.9570610925e-04	1.1601217635e-04
8.1641676049e+02	1.0000000000e+03	1.1008508995e+22	5.9132825250e+21	2.3292641059e+00	6.0976833921e-04	1.8859518678e-14	1.8292480312e-11	4.9570613052e-04	1.1602167802e-04
8.3738065353e+02	1.0000000000e+03	1.1291185179e+22	6.0651233842e+21	2.3292641990e+00	6.0975195180e-04	1.7926076113e-14	1.7387570531e-11	4.9570615128e-04	1.1603071289e-04
8.5888285595e+02	1.0000000000e+03	1.1581119902e+22	6.2208632024e+21	2.3292642901e+00	6.0973532930e-04	1.7038820586e-14	1.6527419243e-11	4.9570617154e-04	1.1603930378e-04
8.8093719045e+02	1.0000000000e+03	1.1878499552e+22	6.3806020969e+21	2.3292643792e+00	6.0971847692e-04	1.6195467683e-14	1.5709813065e-11	4.9570619135e-04	1.1604747239e-04
9.0355783461e+02	1.0000000000e+03	1.2183515297e+22	6.5444427556e+21	2.3292644665e+00	6.0970139969e-04	1.5393845907e-14	1.4932648038e-11	4.9570621073e-04	1.1605523938e-04
9.2675933011e+02	1.0000000000e+03	1.2496363218e+22	6.7124905035e+21	2.3292645521e+00	6.0968410256e-04	1.4631891105e-14	1.4193924216e-11	4.9570622970e-04	1.1606262440e-04
9.5055659201e+02	1.0000000000e+03	1.2817244430e+22	6.8848533698e+21	2.3292646361e+00	6.0966659032e-04	1.3907641168e-14	1.3491740532e-11	4.9570624829e-04	1.1606964614e-04
9.7496491835e+02	1.0000000000e+03	1.3146365210e+22	7.0616421578e+21	2.3292647185e+00	6.0964886774e-04	1.3219230992e-14	1.2824289910e-11	4.9570626653e-04	1.1607632242e-04
1.0000000000e+03	1.0000000000e+03	1.3483937134e+22	7.2429705160e+21	2.3292647996e+00	6.0963093956e-04	1.2564887684e-14	1.2189854617e-11	4.9570628442e-04	1.1608267014e-04
